gene,gene_name,gene_type,Log2 IP / Input Fold Change,ip_rpkm,input_rpkm
ENSG00000236029.4,AL953854.2,protein_coding,-0.34551877922886226,1.90810244276,2.4244498445200002
ENSG00000225595.1,XXbac-BPG308K3.6,processed_transcript,0.4989303713152221,0.097904416721,0.0692802229925
ENSG00000233057.1,EEF1A1P14,pseudogene,1.9437152758022855,445.58173054199995,115.82725786299999
ENSG00000232551.2,RP11-233E12.2,pseudogene,,0.0,0.0
ENSG00000263803.1,RN7SL816P,misc_RNA,,0.0,0.0
ENSG00000256714.1,RP11-73M14.1,lincRNA,,0.0,0.0
ENSG00000260300.1,RP11-505K9.4,processed_transcript,2.3117708959043255,1.60708765851,0.323688435261
ENSG00000255931.1,RP11-286N22.10,lincRNA,,0.0,0.0
ENSG00000223915.1,DPPA2P1,pseudogene,,0.0,0.0
ENSG00000269399.1,CTD-3222D19.7,lincRNA,-inf,0.0,0.232978854989
ENSG00000230724.4,RP11-304M2.2,processed_transcript,1.4004887748739832,0.830946291898,0.314763107547
ENSG00000271543.1,RP11-692M12.5,pseudogene,-0.9161070754415814,6.87009288288,12.9639789642
ENSG00000240902.1,RP11-312H1.1,pseudogene,,0.0,0.0
ENSG00000244471.1,RP11-78J21.4,processed_transcript,-inf,0.0,0.155802033409
ENSG00000211584.9,SLC48A1,protein_coding,2.543324552850542,1.6164100989599999,0.27729023514
ENSG00000259334.1,LINC00596,lincRNA,,0.0,0.0
ENSG00000201744.1,RNU6-34,snRNA,,0.0,0.0
ENSG00000263505.1,RP11-78F17.3,pseudogene,,0.0,0.0
ENSG00000210194.1,MT-TE,Mt_tRNA,5.141632024844365,88.33120773819999,2.50223850237
ENSG00000237700.1,RP11-219C24.6,pseudogene,,0.0,0.0
ENSG00000251739.1,U6,snRNA,,0.0,0.0
ENSG00000267361.1,LOC100421166,pseudogene,,0.0,0.0
ENSG00000075643.5,MOCOS,protein_coding,1.9720720548513442,1.59587934937,0.40676840534100006
ENSG00000236152.1,MRPS36P1,pseudogene,-3.644027527814616,2.3573847746900003,29.470809502199998
ENSG00000203804.3,C1orf138,protein_coding,,0.0,0.0
ENSG00000201470.1,RNY4P7,misc_RNA,-inf,0.0,1.79107601067
ENSG00000136275.6,C7orf69,protein_coding,,0.0,0.0
ENSG00000201907.1,SNORD115-38,snoRNA,,0.0,0.0
ENSG00000265197.1,AC053516.1,miRNA,,0.0,0.0
ENSG00000227848.1,SUCLA2-AS1,antisense,,0.0,0.0
ENSG00000131165.10,CHMP1A,protein_coding,3.6688554256096273,3.3803174638700004,0.26577979142700003
ENSG00000179546.3,HTR1D,protein_coding,0.4989304156621559,0.506750783551,0.35859267010300006
ENSG00000269796.1,AC011516.1,lincRNA,,0.0,0.0
ENSG00000248452.2,RP11-324H7.1,pseudogene,,0.0,0.0
ENSG00000227001.2,NBPF2P,pseudogene,0.7779456063061814,6.1051250047500005,3.5604885888699997
ENSG00000233936.1,RP11-399H11.2,lincRNA,,0.0,0.0
ENSG00000258737.1,SUB1P2,pseudogene,,0.0,0.0
ENSG00000201025.1,SNORD74,snoRNA,,0.0,0.0
ENSG00000235605.1,RP5-827C21.1,pseudogene,1.0742427288843386,1.6397040643399998,0.7787287147930001
ENSG00000200552.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000238570.1,snoU13,snoRNA,,0.0,0.0
ENSG00000200834.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000062524.11,LTK,protein_coding,5.357110399779597,0.204966436473,0.00500071184678
ENSG00000230430.3,USP17L25,protein_coding,,0.0,0.0
ENSG00000251210.1,RP11-168E17.1,lincRNA,,0.0,0.0
ENSG00000131059.7,BPIFA3,protein_coding,,0.0,0.0
ENSG00000200619.1,RNA5SP447,rRNA,,0.0,0.0
ENSG00000251056.1,ANKRD20A17P,pseudogene,-0.1384994968777291,1.63080574534,1.79512516757
ENSG00000267437.1,CTC-454I21.4,antisense,,0.0,0.0
ENSG00000261136.1,RP11-37C7.3,antisense,-inf,0.0,0.39102611484800004
ENSG00000242837.1,RPL21P13,pseudogene,,0.0,0.0
ENSG00000089597.12,GANAB,protein_coding,4.363416458063671,178.72223620900002,8.68279109829
ENSG00000232791.3,OR11I1P,pseudogene,,0.0,0.0
ENSG00000269908.1,RP11-1406H17.1,lincRNA,,0.0,0.0
ENSG00000134184.8,GSTM1,protein_coding,,0.0,0.0
ENSG00000236252.2,RP11-15J10.8,pseudogene,,0.0,0.0
ENSG00000253400.1,RP11-337A23.6,lincRNA,,0.0,0.0
ENSG00000239204.1,AC002992.4,processed_transcript,,0.0,0.0
ENSG00000261598.1,RP11-107D24.2,lincRNA,,0.0,0.0
ENSG00000259273.1,RP11-493E3.2,pseudogene,,0.0,0.0
ENSG00000231898.3,AC012594.1,antisense,,0.0,0.0
ENSG00000253709.1,IGHV1-14,IG_V_pseudogene,,0.0,0.0
ENSG00000251266.1,RP11-340A13.2,lincRNA,,0.0,0.0
ENSG00000250576.1,CTD-2154B17.1,lincRNA,,0.0,0.0
ENSG00000261663.1,RP11-304L19.11,antisense,,0.0,0.0
ENSG00000224396.1,METTL15P3,pseudogene,-inf,0.0,0.139469033618
ENSG00000234332.1,BCAS2P2,pseudogene,-2.055658416129914,5.7250773639400006,23.801054776500003
ENSG00000162670.7,FAM5C,protein_coding,,0.0,0.0
ENSG00000233428.1,AC019050.1,pseudogene,,0.0,0.0
ENSG00000266963.1,AC005625.1,antisense,,0.0,0.0
ENSG00000133794.13,ARNTL,protein_coding,0.3981068581637136,1.46202702544,1.10946420447
ENSG00000267414.1,RP11-456K23.1,lincRNA,0.08389287539622245,0.349665410109,0.329912219013
ENSG00000183476.8,SH2D7,protein_coding,,0.0,0.0
ENSG00000201164.1,RNU4-36P,snRNA,,0.0,0.0
ENSG00000258899.1,OR4U1P,pseudogene,,0.0,0.0
ENSG00000238691.1,snoU13,snoRNA,,0.0,0.0
ENSG00000249373.2,RP11-650J17.2,antisense,,0.0,0.0
ENSG00000101413.7,RPRD1B,protein_coding,1.2483636869505985,18.4856985751,7.78109919729
ENSG00000167978.12,SRRM2,protein_coding,2.430459959816467,56.195846643500005,10.4246832384
ENSG00000153933.5,DGKE,protein_coding,-0.43192933464877276,5.9925948804299995,8.08422895319
ENSG00000125631.7,HTR5BP,pseudogene,,0.0,0.0
ENSG00000070950.5,RAD18,protein_coding,-0.9420134527887234,5.61854668027,10.7943948226
ENSG00000253886.1,CTB-158E9.2,pseudogene,-1.8229976479672347,0.6181317511550001,2.18704654748
ENSG00000230662.1,TNPO1P2,pseudogene,0.34776635146432083,15.524759274600001,12.1993522495
ENSG00000250455.1,RP11-648M2.1,pseudogene,,0.0,0.0
ENSG00000176171.7,BNIP3,protein_coding,-0.7286866746690325,4.669658279619999,7.73823023411
ENSG00000116977.14,LGALS8,protein_coding,-0.3353978166216738,3.2925455329,4.1542879209
ENSG00000233473.2,RP11-520H16.4,pseudogene,-inf,0.0,0.5140550483780001
ENSG00000257279.1,RP11-231I16.1,antisense,,0.0,0.0
ENSG00000178997.7,EXD1,protein_coding,-inf,0.0,0.0932852112345
ENSG00000185885.11,IFITM1,protein_coding,-inf,0.0,0.31304084331099996
ENSG00000225922.1,RP11-57G10.1,pseudogene,-inf,0.0,0.358215211475
ENSG00000119669.3,IRF2BPL,protein_coding,2.6254628258379027,7.597533919039999,1.23120277188
ENSG00000251660.1,AC007036.5,processed_transcript,0.49738760486381167,10.191760183200001,7.21972419972
ENSG00000077264.9,PAK3,protein_coding,1.6114051032720749,0.124201057345,0.040648452997800004
ENSG00000170417.10,TMEM182,protein_coding,-1.8909328561044327,0.1874596241,0.695240801077
ENSG00000131100.8,ATP6V1E1,protein_coding,-0.2068898903700562,13.426148494000001,15.496424654
ENSG00000247049.2,CTC-338M12.7,antisense,,0.0,0.0
ENSG00000210181.1,RNU6ATAC4P,snRNA,,0.0,0.0
ENSG00000238317.1,SNORD11,snoRNA,-inf,0.0,3.9115453033699996
ENSG00000232773.2,RP11-1396O13.15,pseudogene,,0.0,0.0
ENSG00000174460.3,ZCCHC12,protein_coding,2.3758883836154325,18.2426912599,3.51459460755
ENSG00000251163.1,CTD-2325A15.2,pseudogene,,0.0,0.0
ENSG00000271559.1,RP11-380N8.6,pseudogene,,0.0,0.0
ENSG00000242299.1,RP11-234A1.1,pseudogene,-0.3136994343614575,245.703319427,305.38237135599996
ENSG00000235628.1,TNR-IT1,sense_intronic,,0.0,0.0
ENSG00000174456.9,C12orf76,protein_coding,-0.45800084775933014,0.682763529824,0.9378692745430001
ENSG00000250441.1,RP11-47F1.1,pseudogene,-0.5010694983566055,0.855705550032,1.21104783527
ENSG00000224819.1,AC093843.1,lincRNA,,0.0,0.0
ENSG00000213262.3,AL365331.2,pseudogene,inf,0.290753623965,0.0
ENSG00000242285.1,RPL6P8,pseudogene,,0.0,0.0
ENSG00000250540.1,RP11-58H15.3,pseudogene,,0.0,0.0
ENSG00000228451.3,SDAD1P1,pseudogene,-0.5463897861951568,2.6895590623500003,3.9279034200400003
ENSG00000255800.1,OR13C5,protein_coding,,0.0,0.0
ENSG00000248762.2,RP11-31K23.2,lincRNA,,0.0,0.0
ENSG00000161958.5,FGF11,protein_coding,1.3733995486826243,0.7623535773710001,0.294253733842
ENSG00000228010.1,AC073343.13,processed_transcript,0.4989304814956728,0.17564153102699998,0.12428942344499999
ENSG00000179615.1,OR2AP1,protein_coding,,0.0,0.0
ENSG00000244791.2,RP11-65D17.1,lincRNA,,0.0,0.0
ENSG00000163395.12,IGFN1,protein_coding,inf,0.039770634020699996,0.0
ENSG00000162365.7,CYP4A22,protein_coding,,0.0,0.0
ENSG00000231203.1,KRT8P10,pseudogene,3.083892924445294,2.99319398997,0.35301291214599995
ENSG00000141756.14,FKBP10,protein_coding,2.945178437712437,14.4430901256,1.8753099976599998
ENSG00000141337.8,ARSG,protein_coding,2.083510670957532,1.53673683341,0.36257703450400003
ENSG00000253438.2,PCAT1,lincRNA,,0.0,0.0
ENSG00000222436.1,RN7SKP278,misc_RNA,,0.0,0.0
ENSG00000259160.1,RP11-973N13.5,pseudogene,,0.0,0.0
ENSG00000166881.5,TMEM194A,protein_coding,-0.07609261304543517,34.5878886,36.4611372513
ENSG00000211860.1,TRAJ29,TR_J_gene,,0.0,0.0
ENSG00000241809.1,CTD-2207L17.1,pseudogene,,0.0,0.0
ENSG00000258426.1,RP11-452D21.1,lincRNA,,0.0,0.0
ENSG00000239195.1,SNORD5,snoRNA,,0.0,0.0
ENSG00000004660.10,CAMKK1,protein_coding,2.651744101397371,3.17016691682,0.504461020501
ENSG00000178115.10,GOLGA8Q,protein_coding,0.6777040869816113,0.32059119362,0.200420587149
ENSG00000155875.9,FAM154A,protein_coding,,0.0,0.0
ENSG00000238451.1,snoU13,snoRNA,,0.0,0.0
ENSG00000186298.7,PPP1CC,protein_coding,-0.24754918901138961,43.0878174911,51.1533673333
ENSG00000221995.4,TIAF1,protein_coding,4.749628757006035,3.21804706148,0.119622167373
ENSG00000243838.1,PSMC1P7,pseudogene,-0.5555173424329145,2.37891342936,3.496278513
ENSG00000172247.3,C1QTNF4,protein_coding,,0.0,0.0
ENSG00000265081.1,RN7SL102P,misc_RNA,,0.0,0.0
ENSG00000264049.1,MIR4737,miRNA,,0.0,0.0
ENSG00000188313.8,PLSCR1,protein_coding,-0.5451725256595978,3.05204076949,4.453522119740001
ENSG00000227269.1,RP11-96L7.2,lincRNA,,0.0,0.0
ENSG00000177694.10,NAALADL2,protein_coding,2.0440919194965073,0.08114372171880001,0.019675326204099997
ENSG00000222375.1,RN7SKP127,misc_RNA,,0.0,0.0
ENSG00000213252.3,RP11-819M15.1,pseudogene,-1.1709209800156242,1.76567805007,3.97551920392
ENSG00000239189.1,U6,snRNA,,0.0,0.0
ENSG00000253051.1,SNORA31,snoRNA,-1.822997682722292,3.61583830104,12.7934001906
ENSG00000250772.1,RP11-236P13.1,lincRNA,,0.0,0.0
ENSG00000255166.1,RP11-726G23.11,pseudogene,,0.0,0.0
ENSG00000225198.1,RP11-38O23.5,pseudogene,,0.0,0.0
ENSG00000264527.1,WI2-1959D15.1,lincRNA,,0.0,0.0
ENSG00000115718.13,PROC,protein_coding,,0.0,0.0
ENSG00000184611.7,KCNH7,protein_coding,-inf,0.0,0.0337071308434
ENSG00000181958.3,OR4A15,protein_coding,,0.0,0.0
ENSG00000233435.1,AGGF1P2,pseudogene,0.20942379674641548,2.67831587137,2.3164287702400004
ENSG00000199273.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000114767.6,RRP9,protein_coding,2.713688623338143,4.2702358156499995,0.6509538265020001
ENSG00000266133.1,MIR4759,miRNA,,0.0,0.0
ENSG00000254619.1,RP11-646J21.4,lincRNA,,0.0,0.0
ENSG00000108468.10,CBX1,protein_coding,-1.0146911769654365,13.7330698074,27.747260294
ENSG00000252712.1,SCARNA14,snoRNA,inf,5.343405495940001,0.0
ENSG00000235740.1,RP11-436I24.1,antisense,,0.0,0.0
ENSG00000163935.9,SFMBT1,protein_coding,1.770674012673121,12.1616457005,3.5642352154
ENSG00000259549.1,RP11-115K3.1,antisense,,0.0,0.0
ENSG00000254394.1,CTD-2272D18.1,lincRNA,,0.0,0.0
ENSG00000129351.13,ILF3,protein_coding,1.6711654704783179,40.6795182766,12.7733516093
ENSG00000255170.2,RP11-313I2.6,pseudogene,,0.0,0.0
ENSG00000253707.1,RP11-726G23.8,pseudogene,,0.0,0.0
ENSG00000252385.1,RNU6-68,snRNA,,0.0,0.0
ENSG00000255283.2,RP11-72M10.4,pseudogene,,0.0,0.0
ENSG00000075035.5,WSCD2,protein_coding,inf,0.073533103064,0.0
ENSG00000126003.6,PLAGL2,protein_coding,1.4700755718341207,8.34965685007,3.01392044407
ENSG00000040933.10,INPP4A,protein_coding,1.86198232224926,7.0607254984,1.94239162679
ENSG00000107018.6,RLN1,protein_coding,-inf,0.0,0.615522149222
ENSG00000137834.10,SMAD6,protein_coding,1.3795368345659131,2.11733260104,0.813780196806
ENSG00000198420.5,FAM115A,protein_coding,1.5018400234514853,45.11078932229999,15.9287439238
ENSG00000180329.9,CCDC43,protein_coding,-1.3942354762091411,9.78010606261,25.706932901
ENSG00000129221.10,AIPL1,protein_coding,,0.0,0.0
ENSG00000251754.1,U6,snRNA,,0.0,0.0
ENSG00000201255.1,U6,snRNA,,0.0,0.0
ENSG00000255027.2,RP11-680F20.9,antisense,-inf,0.0,0.173271098892
ENSG00000254174.1,IGHV1-12,IG_V_pseudogene,,0.0,0.0
ENSG00000260555.1,RP11-728K20.2,lincRNA,,0.0,0.0
ENSG00000230061.1,AP001065.2,processed_transcript,,0.0,0.0
ENSG00000271404.1,RP11-365F18.5,pseudogene,,0.0,0.0
ENSG00000264716.1,AC106827.2,miRNA,,0.0,0.0
ENSG00000229246.1,RP11-521J24.1,lincRNA,,0.0,0.0
ENSG00000232307.1,DAOA-AS1,antisense,,0.0,0.0
ENSG00000263647.1,RP11-927P21.5,pseudogene,0.08434408644544947,17.6561384514,16.6535040013
ENSG00000239040.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000221410.1,MIR1238,miRNA,,0.0,0.0
ENSG00000249655.1,CTC-325J23.2,antisense,-inf,0.0,0.311064389421
ENSG00000154760.9,SLFN13,protein_coding,2.369307298515921,6.30288224804,1.21985055412
ENSG00000225251.1,RP11-730A19.2,pseudogene,,0.0,0.0
ENSG00000234540.1,RP3-448I9.1,lincRNA,,0.0,0.0
ENSG00000199727.1,U3,snoRNA,,0.0,0.0
ENSG00000243554.1,AC004967.7,pseudogene,-0.9164976405104124,5.8840491218199995,11.1063043504
ENSG00000072803.13,FBXW11,protein_coding,0.6885496546407817,26.5857280599,16.4958408743
ENSG00000197956.5,S100A6,protein_coding,,0.0,0.0
ENSG00000213403.2,CISD1P1,pseudogene,-inf,0.0,2.0877573626299997
ENSG00000250657.1,RP11-1E6.1,processed_transcript,,0.0,0.0
ENSG00000234286.1,AC006026.13,antisense,,0.0,0.0
ENSG00000222994.1,AC006322.1,miRNA,,0.0,0.0
ENSG00000233359.1,RP11-202K23.1,lincRNA,,0.0,0.0
ENSG00000079435.5,LIPE,protein_coding,,0.0,0.0
ENSG00000144648.9,CCBP2,protein_coding,-inf,0.0,0.057672202247
ENSG00000186980.5,KRTAP23-1,protein_coding,,0.0,0.0
ENSG00000229230.2,MT1P3,pseudogene,,0.0,0.0
ENSG00000159173.13,TNNI1,protein_coding,,0.0,0.0
ENSG00000238625.1,snoU13,snoRNA,,0.0,0.0
ENSG00000124688.9,MAD2L1BP,protein_coding,0.5003075858726328,8.307812262539999,5.87325806216
ENSG00000128802.3,GDF2,protein_coding,,0.0,0.0
ENSG00000266288.1,CTD-3096M3.2,lincRNA,inf,0.5215905575249999,0.0
ENSG00000269291.1,AC010877.1,protein_coding,,0.0,0.0
ENSG00000167822.1,OR8J3,protein_coding,,0.0,0.0
ENSG00000180628.10,PCGF5,protein_coding,-1.1476631502420873,7.723963472110001,17.1128066865
ENSG00000256527.1,AP002833.1,pseudogene,,0.0,0.0
ENSG00000270870.1,GS1-531I17.2,pseudogene,,0.0,0.0
ENSG00000212769.5,HMGN2P8,pseudogene,1.5061058487021144,5.30049051319,1.8660918857
ENSG00000255174.1,RP11-481A20.4,pseudogene,,0.0,0.0
ENSG00000229754.1,CXCR2P1,pseudogene,,0.0,0.0
ENSG00000264878.1,Z85986.1,miRNA,,0.0,0.0
ENSG00000169906.5,S100G,protein_coding,,0.0,0.0
ENSG00000137203.6,TFAP2A,protein_coding,-0.6910585285429407,1.4592342884399998,2.35588654494
ENSG00000137033.7,IL33,protein_coding,-inf,0.0,0.0527931184289
ENSG00000228328.2,RP11-516A11.1,pseudogene,2.274498861667718,38.9507267846,8.05050609514
ENSG00000231829.2,RP11-310E22.5,lincRNA,,0.0,0.0
ENSG00000222268.1,RNA5SP425,rRNA,,0.0,0.0
ENSG00000225869.4,CTB-70D19.1,pseudogene,-0.5010695735914286,0.39161766615500004,0.554241761743
ENSG00000137648.12,TMPRSS4,protein_coding,,0.0,0.0
ENSG00000174695.5,TMEM167A,protein_coding,-2.385000708877945,7.25970640339,37.9206532656
ENSG00000259021.1,TPRX1P1,pseudogene,,0.0,0.0
ENSG00000248830.1,ZNF807,pseudogene,-0.9816953982548422,6.067775709530001,11.9825508465
ENSG00000249641.2,HOXC-AS5,antisense,inf,0.171141101081,0.0
ENSG00000148057.11,IDNK,protein_coding,-2.960501188437553,0.12107414273299999,0.942434253766
ENSG00000250148.1,KRT8P31,pseudogene,inf,0.341795660933,0.0
ENSG00000265936.1,RP11-563H6.1,pseudogene,-0.35254704889209826,257.229057877,328.433360273
ENSG00000197183.8,C20orf112,protein_coding,2.4989304206011766,1.42838462667,0.252692384543
ENSG00000236615.1,AC010086.5,pseudogene,,0.0,0.0
ENSG00000183323.8,CCDC125,protein_coding,-1.6939315844465037,0.9976668133700001,3.22782323524
ENSG00000102119.6,EMD,protein_coding,0.18577255318785033,3.9359906983800004,3.4604370444
ENSG00000233720.1,LL22NC03-30E12.11,pseudogene,,0.0,0.0
ENSG00000254173.1,RP11-96G10.1,lincRNA,,0.0,0.0
ENSG00000235482.1,RPL21P135,pseudogene,,0.0,0.0
ENSG00000229512.1,AC068580.5,sense_intronic,,0.0,0.0
ENSG00000171812.6,COL8A2,protein_coding,,0.0,0.0
ENSG00000120645.7,IQSEC3,protein_coding,inf,0.0250798702453,0.0
ENSG00000242614.2,RN7SL164P,misc_RNA,,0.0,0.0
ENSG00000258588.2,TRIM6-TRIM34,protein_coding,-0.06666674766111516,0.14240642418899999,0.149141419478
ENSG00000264484.1,RN7SL697P,misc_RNA,,0.0,0.0
ENSG00000222579.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000162399.6,BSND,protein_coding,,0.0,0.0
ENSG00000265213.1,MIR3684,miRNA,,0.0,0.0
ENSG00000167880.3,EVPL,protein_coding,,0.0,0.0
ENSG00000111181.8,SLC6A12,protein_coding,inf,0.0849508027709,0.0
ENSG00000265900.1,RN7SL226P,misc_RNA,,0.0,0.0
ENSG00000260208.1,CTD-2270L9.5,3prime_overlapping_ncrna,3.149694983295711,21.9355956824,2.47170573597
ENSG00000259548.1,RP11-38G5.2,lincRNA,-0.5010695655257659,0.44777140971900004,0.63371404061
ENSG00000271346.1,RP1-321E8.4,pseudogene,,0.0,0.0
ENSG00000199677.1,Y_RNA,misc_RNA,-inf,0.0,1.68467552148
ENSG00000256537.1,RP11-785H5.1,pseudogene,,0.0,0.0
ENSG00000188015.5,S100A3,protein_coding,,0.0,0.0
ENSG00000235294.1,RP11-4B14.1,pseudogene,,0.0,0.0
ENSG00000121897.9,LIAS,protein_coding,-1.11792035578944,1.53394280887,3.3291757891900002
ENSG00000108797.7,CNTNAP1,protein_coding,4.619022204792675,1.38887520366,0.0565195883397
ENSG00000155962.8,CLIC2,protein_coding,-2.0650411830191118,0.0849058075632,0.355284888151
ENSG00000139656.5,SMIM2,protein_coding,,0.0,0.0
ENSG00000268951.1,RP11-149F8.3,pseudogene,,0.0,0.0
ENSG00000262251.1,RP11-199F11.2,sense_intronic,0.013503596352297474,1.08214783846,1.07206621213
ENSG00000227376.1,FTH1P16,pseudogene,-1.3855923532350651,5.67312565658,14.822698096400002
ENSG00000234742.1,AC144530.1,pseudogene,-1.4240586702649,87.6742888934,235.26462337400002
ENSG00000254724.1,OR7E10P,pseudogene,,0.0,0.0
ENSG00000236380.4,VENTXP7,pseudogene,,0.0,0.0
ENSG00000228714.2,RP11-284G10.1,lincRNA,,0.0,0.0
ENSG00000158769.12,F11R,protein_coding,1.1163601741261606,11.5531644619,5.32896732442
ENSG00000101890.4,GUCY2F,protein_coding,,0.0,0.0
ENSG00000221468.1,RNU6ATAC11P,snRNA,,0.0,0.0
ENSG00000211623.2,IGKV2D-26,IG_V_gene,,0.0,0.0
ENSG00000201240.1,SNORD114-9,snoRNA,,0.0,0.0
ENSG00000264707.1,RP11-760N9.1,lincRNA,,0.0,0.0
ENSG00000207177.1,SNORA51,snoRNA,,0.0,0.0
ENSG00000253555.1,RP11-16E18.1,pseudogene,-0.33114457438435263,1.54136697573,1.93905666056
ENSG00000240291.1,RP11-499P20.2,processed_transcript,-1.2210721956647794,1.83903057107,4.287146323380001
ENSG00000266489.1,RP11-178F10.3,lincRNA,,0.0,0.0
ENSG00000146966.8,DENND2A,protein_coding,4.3411141345478,2.00304560761,0.09882919748569999
ENSG00000196774.3,ANKRD20A1,protein_coding,-0.9403365938491305,1.25289968747,2.40428430653
ENSG00000182264.4,IZUMO1,protein_coding,0.4989303552020415,0.07057623935039999,0.0499419517376
ENSG00000260865.1,CTA-331F8.1,pseudogene,,0.0,0.0
ENSG00000119139.11,TJP2,protein_coding,2.161667259311869,14.9407401151,3.33922302119
ENSG00000259016.1,CTD-2335L22.6,pseudogene,,0.0,0.0
ENSG00000255037.1,RP11-680G24.1,pseudogene,,0.0,0.0
ENSG00000252828.1,RNA5SP135,rRNA,,0.0,0.0
ENSG00000232418.1,RP11-678B3.1,pseudogene,1.3062853500084213,12.848646801,5.19548765969
ENSG00000237555.1,RP5-862K6.4,pseudogene,,0.0,0.0
ENSG00000258553.1,RP11-16B13.1,antisense,,0.0,0.0
ENSG00000113389.11,NPR3,protein_coding,0.1510071501608259,0.268690143968,0.241988124863
ENSG00000224822.1,THRB-IT1,sense_intronic,2.8090330276957345,0.680623190536,0.0971188524944
ENSG00000162456.5,KNCN,protein_coding,,0.0,0.0
ENSG00000218490.1,FCF1P10,pseudogene,,0.0,0.0
ENSG00000206880.1,U6,snRNA,,0.0,0.0
ENSG00000172399.5,MYOZ2,protein_coding,-inf,0.0,0.065670482708
ENSG00000229661.1,RP11-145B3.2,pseudogene,-inf,0.0,1.13814193916
ENSG00000212561.1,U6,snRNA,,0.0,0.0
ENSG00000130731.11,C16orf13,protein_coding,0.4989303686294571,0.132335303808,0.0936445942045
ENSG00000112319.13,EYA4,protein_coding,0.16946322492296176,6.32174237565,5.62112547296
ENSG00000263858.1,MIR4769,miRNA,,0.0,0.0
ENSG00000254938.1,RP11-688I9.4,lincRNA,,0.0,0.0
ENSG00000241159.2,RN7SL160P,misc_RNA,,0.0,0.0
ENSG00000011260.9,UTP18,protein_coding,0.20647347376248454,42.6178378316,36.9348809548
ENSG00000252812.1,RN7SKP2,misc_RNA,,0.0,0.0
ENSG00000264295.1,MIR3922,miRNA,,0.0,0.0
ENSG00000238427.1,RNU7-136P,snRNA,,0.0,0.0
ENSG00000224879.1,AC011754.1,processed_transcript,,0.0,0.0
ENSG00000169548.3,ZNF280A,protein_coding,-1.0860320720720396,0.112047179621,0.23786424171599999
ENSG00000271671.1,RP11-598F17.2,pseudogene,,0.0,0.0
ENSG00000078579.8,FGF20,protein_coding,-inf,0.0,0.100980546407
ENSG00000070748.13,CHAT,protein_coding,,0.0,0.0
ENSG00000249288.1,SLC25A15P5,pseudogene,,0.0,0.0
ENSG00000229162.1,RP11-84D1.1,antisense,,0.0,0.0
ENSG00000235095.1,RP11-1217F2.1,pseudogene,-0.46447891637320987,3.29551939763,4.5472199167000005
ENSG00000177034.10,MTX3,protein_coding,-1.4570656050695654,6.099497632059999,16.7461323718
ENSG00000089280.14,FUS,protein_coding,0.34989192806635017,6.2950547748500005,4.93936986487
ENSG00000254902.1,ANO1-AS1,antisense,,0.0,0.0
ENSG00000149571.6,KIRREL3,protein_coding,,0.0,0.0
ENSG00000255965.1,RP11-408I18.9,pseudogene,,0.0,0.0
ENSG00000182170.3,MRGPRG,protein_coding,,0.0,0.0
ENSG00000249002.2,RP11-358D17.1,pseudogene,,0.0,0.0
ENSG00000203989.2,RHOXF2B,protein_coding,,0.0,0.0
ENSG00000159314.7,ARHGAP27,protein_coding,4.191439734435753,0.622359031341,0.0340637072026
ENSG00000158008.5,EXTL1,protein_coding,,0.0,0.0
ENSG00000265100.1,RP11-147L13.2,antisense,-inf,0.0,0.12998642442299999
ENSG00000165862.10,PNLIPRP2,polymorphic_pseudogene,,0.0,0.0
ENSG00000223180.1,AC087738.1,miRNA,,0.0,0.0
ENSG00000224082.1,UBTFL8,pseudogene,,0.0,0.0
ENSG00000166927.7,MS4A7,protein_coding,,0.0,0.0
ENSG00000264406.1,MIR548AP,miRNA,,0.0,0.0
ENSG00000240449.1,RP4-584D14.5,antisense,,0.0,0.0
ENSG00000200422.1,SNORD45,snoRNA,,0.0,0.0
ENSG00000185201.12,IFITM2,protein_coding,-inf,0.0,0.378720576708
ENSG00000248395.1,AC007379.5,processed_transcript,,0.0,0.0
ENSG00000241003.1,RP11-22C11.1,pseudogene,,0.0,0.0
ENSG00000229119.3,CTB-63M22.1,pseudogene,1.3062853481599834,297.704020786,120.379802805
ENSG00000128310.2,GALR3,protein_coding,,0.0,0.0
ENSG00000252178.1,RNU7-69P,snRNA,,0.0,0.0
ENSG00000213121.2,AL590867.1,protein_coding,,0.0,0.0
ENSG00000233691.2,RP11-312J18.7,pseudogene,3.0766613272488468,4.8743833287000005,0.577766469044
ENSG00000232167.1,AC137675.1,pseudogene,,0.0,0.0
ENSG00000155714.9,PDZD9,protein_coding,,0.0,0.0
ENSG00000159712.10,ANKRD18CP,pseudogene,0.02752151089223242,2.03486868625,1.99641851246
ENSG00000240107.1,RP11-628J14.1,pseudogene,-inf,0.0,0.183749697692
ENSG00000204754.3,CTC-281M20.1,lincRNA,,0.0,0.0
ENSG00000240412.1,CTD-2176I21.1,pseudogene,0.49893044118797075,0.268662845831,0.190114211298
ENSG00000252829.2,SCARNA4,snoRNA,,0.0,0.0
ENSG00000200779.1,U6,snRNA,,0.0,0.0
ENSG00000264321.1,AL358134.1,miRNA,,0.0,0.0
